Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
phenol-containing compound metabolic process (GO:0018958)	1/81	0.3428070823074686	0.4771989573420527	0.6692453537767151	-0.4951222846785062	GPR37
response to osmotic stress (GO:0006970)	1/64	0.2829086380387722	0.43788190130010424	0.5996784941984875	-0.49521812058694836	SLC12A2
negative regulation of protein secretion (GO:0050709)	1/45	0.20957753974173834	0.3823062812871271	0.5153929044124779	-0.49556739284163503	IL33
apoptotic mitochondrial changes (GO:0008637)	1/61	0.2717931061044992	0.43151359186017857	0.589827031407287	-0.49572382667807463	BCL2L1
icosanoid metabolic process (GO:0006690)	1/88	0.36601147683651786	0.4929647477067908	0.701186349705117	-0.495961455255085	PTGDS
regulation of cellular response to oxidative stress (GO:1900407)	1/45	0.20957753974173834	0.3823062812871271	0.5158303362373394	-0.4959879980675446	GPR37
branch elongation of an epithelium (GO:0060602)	1/14	0.07374751732169718	0.3267591077106402	0.44377263119908983	-0.49637391234241174	FGFR2
hair cycle process (GO:0022405)	1/69	0.30106379587309245	0.45227683361930626	0.6259517567853969	-0.4966681960157139	FGFR2
muscle cell development (GO:0055001)	1/75	0.32225234127236374	0.4651642491409772	0.6495511883880686	-0.49714355810296057	CACNB4
protein localization to plasma membrane (GO:0072659)	1/77	0.32917340933295286	0.46737229277908454	0.6540793275301989	-0.49751179514654514	RAB31
regulation of organ growth (GO:0046620)	1/74	0.31876544444775545	0.4636588282876443	0.6483277751651693	-0.4983088001856947	FGFR2
circadian sleep/wake cycle process (GO:0022410)	1/20	0.10172077292645426	0.34135867491369254	0.46381418269686353	-0.4985174657229388	PTGDS
toll-like receptor TLR1:TLR2 signaling pathway (GO:0038123)	1/71	0.30819824445493654	0.45679382660285234	0.6370166295143097	-0.49911726671486684	DUSP3
toll-like receptor 9 signaling pathway (GO:0034162)	1/73	0.31526085512548485	0.4600729841831252	0.6440225764261474	-0.49999989834910236	DUSP3
fatty acid derivative metabolic process (GO:1901568)	1/88	0.36601147683651786	0.4929647477067908	0.7071321235126364	-0.5001670057930199	PTGDS
regulation of cardiac muscle tissue growth (GO:0055021)	1/35	0.16806041659929216	0.3637898369861871	0.494702234546186	-0.5002324855989548	FGFR2
ribonucleoside monophosphate biosynthetic process (GO:0009156)	1/78	0.33260775543838833	0.47039733676483464	0.6643517284224182	-0.5010391549290708	ALDOA
modification by symbiont of host morphology or physiology (GO:0044003)	1/32	0.1551910541136305	0.3590482924440789	0.4895062336182131	-0.5014004421919279	BCL2L1
mesonephric epithelium development (GO:0072163)	1/45	0.20957753974173834	0.3823062812871271	0.5215306317842718	-0.5014690215322357	FGFR2
toll-like receptor TLR6:TLR2 signaling pathway (GO:0038124)	1/71	0.30819824445493654	0.45679382660285234	0.6400828963082017	-0.5015197576864963	DUSP3
negative regulation of fibroblast proliferation (GO:0048147)	1/26	0.12886045016304326	0.3509521867107961	0.47945928150112915	-0.5020443475984179	FTH1
positive regulation of cholesterol efflux (GO:0010875)	1/13	0.06900250460533063	0.3267591077106402	0.4490959338838513	-0.5023281970243628	ABCG1
negative regulation of smooth muscle cell proliferation (GO:0048662)	1/28	0.13772602571808826	0.3579259533338967	0.48932875069732307	-0.5027506215370467	APOD
regulation of immunoglobulin production (GO:0002637)	1/39	0.18491921917250712	0.36817499709308765	0.5031680181472306	-0.502763933102409	IL33
protein-lipid complex remodeling (GO:0034368)	1/23	0.11539326037574439	0.34135867491369254	0.46782310084072465	-0.5028263372234779	ABCG1
purine ribonucleoside monophosphate biosynthetic process (GO:0009168)	1/64	0.2829086380387722	0.43788190130010424	0.6089320943739958	-0.5028597994730707	ALDOA
digestive tract development (GO:0048565)	1/54	0.24519169637201774	0.40449015252427273	0.5559182034633271	-0.5031770691736634	FGFR2
positive regulation of JUN kinase activity (GO:0043507)	1/61	0.2717931061044992	0.43151359186017857	0.5995994964649713	-0.5039371562077751	GAB1
modification of morphology or physiology of other organism involved in symbiotic interaction (GO:0051817)	1/63	0.27922218245034114	0.4347093297702849	0.6054316938211104	-0.5043716300806278	BCL2L1
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	1/35	0.16806041659929216	0.3637898369861871	0.49890593266195254	-0.5044831766415909	BCL2L1
positive regulation of striated muscle tissue development (GO:0045844)	1/46	0.21361510460883165	0.3838712569966555	0.5269434201220428	-0.504520950502632	FGFR2
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	1/73	0.31526085512548485	0.4600729841831252	0.6501974704915013	-0.5047939017241495	LDLRAD4
receptor metabolic process (GO:0043112)	1/71	0.30819824445493654	0.45679382660285234	0.6444543780139095	-0.5049449147379071	RAB31
limb bud formation (GO:0060174)	1/10	0.05462314943786882	0.3267591077106402	0.45245362719322263	-0.5060838846158108	FGFR2
regulation of protein depolymerization (GO:1901879)	1/67	0.29385678894067985	0.4459906465293975	0.627277511912594	-0.5064998055483159	GSN
positive regulation of glial cell differentiation (GO:0045687)	1/26	0.12886045016304326	0.3509521867107961	0.48415937283985544	-0.5069658380791444	ASPA
regulation of T-helper 1 type immune response (GO:0002825)	1/21	0.10630126912262297	0.34135867491369254	0.47224015394200347	-0.5075738809600875	IL33
positive regulation of smooth muscle cell proliferation (GO:0048661)	1/46	0.21361510460883165	0.3838712569966555	0.5305842410176278	-0.5080068473725938	FGFR2
ureteric bud development (GO:0001657)	1/40	0.18908099415668508	0.3713437947978739	0.5128586722529402	-0.5080516350218948	FGFR2
extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	1/36	0.17230708393396965	0.3637898369861871	0.5025521462744839	-0.508170151090159	BCL2L1
regulation of gliogenesis (GO:0014013)	1/67	0.29385678894067985	0.4459906465293975	0.6298036156375354	-0.5085395264392761	ASPA
positive regulation of cardiac muscle cell proliferation (GO:0060045)	1/20	0.10172077292645426	0.34135867491369254	0.4733108409737	-0.5087246784249693	FGFR2
neuron projection regeneration (GO:0031102)	1/22	0.11085872684927389	0.34135867491369254	0.4744345001181952	-0.5099324114567473	APOD
regulation of mRNA metabolic process (GO:1903311)	1/76	0.3257216336931723	0.46611888959540176	0.6687961973153723	-0.5105018680670809	MBNL2
purine nucleoside monophosphate biosynthetic process (GO:0009127)	1/64	0.2829086380387722	0.43788190130010424	0.6187530918346131	-0.5109700384624422	ALDOA
positive regulation of endothelial cell proliferation (GO:0001938)	1/63	0.27922218245034114	0.4347093297702849	0.6142206455302323	-0.5116935095683897	PLXNB3
negative regulation of MAP kinase activity (GO:0043407)	1/74	0.31876544444775545	0.4636588282876443	0.6657988216021947	-0.5117371562141014	DUSP3
positive regulation of glucose import (GO:0046326)	1/30	0.14650259997398557	0.3590482924440789	0.4997895096556582	-0.5119335851802111	ADIPOR2
negative regulation of calcium ion transport (GO:0051926)	1/38	0.18073637931024317	0.3675618862542158	0.5116722137422264	-0.5121140818601051	FKBP1A
plasma lipoprotein particle organization (GO:0071827)	1/31	0.15085778731679475	0.3590482924440789	0.5000129327538424	-0.51216243709778	ABCG1
positive regulation of chemokine production (GO:0032722)	1/41	0.19322180888955634	0.3713437947978739	0.5171292146580229	-0.5122821495256302	IL33
positive regulation of cellular protein catabolic process (GO:1903364)	1/67	0.29385678894067985	0.4459906465293975	0.634967856659484	-0.5127094305467043	IL33
striated muscle contraction (GO:0006941)	1/71	0.30819824445493654	0.45679382660285234	0.6544133805383507	-0.5127480236190606	ALDOA
negative regulation of mitochondrion organization (GO:0010823)	1/29	0.14212538272983452	0.35814517697385245	0.4995226400248941	-0.5129182649878677	BCL2L1
alpha-amino acid biosynthetic process (GO:1901607)	1/69	0.30106379587309245	0.45227683361930626	0.6465753691702805	-0.5130322244691705	GATM
digestive tract morphogenesis (GO:0048546)	1/19	0.09711712341807215	0.3410902308025874	0.47716934953382784	-0.5132472795775846	FGFR2
activation of JUN kinase activity (GO:0007257)	1/36	0.17230708393396965	0.3637898369861871	0.507765698230863	-0.5134419850779947	GAB1
platelet degranulation (GO:0002576)	1/81	0.3428070823074686	0.4771989573420527	0.6946467045943722	-0.5139147570950643	ALDOA
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	1/79	0.336024758797415	0.47171340347036694	0.6839638144959364	-0.5139192437178594	BCL2L1
negative regulation of embryonic development (GO:0045992)	1/24	0.1199049834249741	0.3458965017955808	0.48468849832176913	-0.5145529080039392	PRKACB
spleen development (GO:0048536)	1/33	0.1595025091652326	0.3627043359099809	0.5079293048257584	-0.5151252806080698	CACNB4
regulation of branching involved in prostate gland morphogenesis (GO:0060687)	1/8	0.04491544685202842	0.3267591077106402	0.46144122474288135	-0.5161368005566357	FGFR2
signal transduction in absence of ligand (GO:0038034)	1/36	0.17230708393396965	0.3637898369861871	0.5110764049542539	-0.5167897020230175	BCL2L1
lateral sprouting from an epithelium (GO:0060601)	1/8	0.04491544685202842	0.3267591077106402	0.4621058905855831	-0.5168802506063848	FGFR2
regulation of response to oxidative stress (GO:1902882)	1/49	0.22560614372207366	0.3906192423245291	0.5498663838329575	-0.5168864969007768	GPR37
regulation of oxidative stress-induced cell death (GO:1903201)	1/39	0.18491921917250712	0.36817499709308765	0.5181446053916031	-0.5177284929231186	GPR37
striated muscle cell development (GO:0055002)	1/65	0.2865764960549569	0.43996946446356383	0.6308103233179415	-0.5179267865798861	CACNB4
organic hydroxy compound catabolic process (GO:1901616)	1/66	0.29022584898336884	0.44352120535087897	0.6377475294081019	-0.518494905067786	ENPP2
nucleoside triphosphate biosynthetic process (GO:0009142)	1/69	0.30106379587309245	0.45227683361930626	0.6538605445173119	-0.5188127256947767	ALDOA
negative regulation of cell division (GO:0051782)	1/66	0.29022584898336884	0.44352120535087897	0.6384020738604756	-0.5190270560335626	FGFR2
positive regulation of mesenchymal cell proliferation (GO:0002053)	1/37	0.17653236944920572	0.3675618862542158	0.518733065516003	-0.5191810312197973	FGFR2
negative regulation of ion transmembrane transport (GO:0034766)	1/45	0.20957753974173834	0.3823062812871271	0.5400787130676155	-0.5193036176337857	FKBP1A
regulation of adherens junction organization (GO:1903391)	1/37	0.17653236944920572	0.3675618862542158	0.5188649623619754	-0.5193130419687911	APOD
B cell receptor signaling pathway (GO:0050853)	1/33	0.1595025091652326	0.3627043359099809	0.5121304980964546	-0.5193859933527274	PLEKHA1
positive regulation of muscle organ development (GO:0048636)	1/46	0.21361510460883165	0.3838712569966555	0.5424741928185085	-0.5193908585490148	FGFR2
regulation of NF-kappaB import into nucleus (GO:0042345)	1/39	0.18491921917250712	0.36817499709308765	0.5200938180346734	-0.5196761401891183	LITAF
axis elongation (GO:0003401)	1/18	0.09249020519988453	0.3346784536933151	0.47489212775404765	-0.5198098223668349	FGFR2
regulation of mRNA processing (GO:0050684)	1/69	0.30106379587309245	0.45227683361930626	0.6559203299049248	-0.5204470847033671	MBNL2
epithelial to mesenchymal transition (GO:0001837)	1/50	0.2295629402123057	0.3939279321542691	0.5587382613328304	-0.520513468130284	FGFR2
regulation of morphogenesis of a branching structure (GO:0060688)	1/53	0.24131407454321346	0.4010827171381571	0.5704222802154912	-0.5211307195701225	FGFR2
positive regulation of cardiac muscle tissue growth (GO:0055023)	1/22	0.11085872684927389	0.34135867491369254	0.48522044520590524	-0.5215253773710006	FGFR2
embryonic skeletal system morphogenesis (GO:0048704)	1/81	0.3428070823074686	0.4771989573420527	0.7050347899493887	-0.5216000888278672	FGFR2
positive regulation of steroid metabolic process (GO:0045940)	1/23	0.11539326037574439	0.34135867491369254	0.486224515357621	-0.5226045735795576	ABCG1
phenol-containing compound biosynthetic process (GO:0046189)	1/31	0.15085778731679475	0.3590482924440789	0.5102327444456042	-0.5226305736595795	GPR37
regulation of macroautophagy (GO:0016241)	1/30	0.14650259997398557	0.3590482924440789	0.5110779390954817	-0.523496305170401	NRBP2
establishment of protein localization to plasma membrane (GO:0090002)	1/60	0.26805029803001085	0.42784951416328654	0.6173934204716816	-0.5241569798860017	RAB31
regulation of toll-like receptor signaling pathway (GO:0034121)	1/37	0.17653236944920572	0.3675618862542158	0.5238574890342467	-0.5243098800699515	MOG
embryonic cranial skeleton morphogenesis (GO:0048701)	1/29	0.14212538272983452	0.35814517697385245	0.5109815070696401	-0.5246844227800849	FGFR2
long-term synaptic potentiation (GO:0060291)	1/30	0.14650259997398557	0.3590482924440789	0.5124364735032646	-0.5248878497637363	SLC24A2
positive regulation of blood pressure (GO:0045777)	1/31	0.15085778731679475	0.3590482924440789	0.5126014767675307	-0.5250568623400513	WNK1
morphogenesis of embryonic epithelium (GO:0016331)	1/29	0.14212538272983452	0.35814517697385245	0.5116229601079085	-0.5253430775698726	FGFR2
neuron recognition (GO:0008038)	1/33	0.1595025091652326	0.3627043359099809	0.5180395086626162	-0.52537871851564	EFNB3
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	1/57	0.2567076603474454	0.41523480260829176	0.5978607407891947	-0.5254664588705085	MAL
negative regulation of chemokine production (GO:0032682)	1/13	0.06900250460533063	0.3267591077106402	0.47011724357185236	-0.5258412057112671	APOD
regulation of circadian sleep/wake cycle, sleep (GO:0045187)	1/16	0.08316609819743703	0.3267591077106402	0.47036035207404636	-0.5261131303633838	PTGDS
positive regulation of lipid transport (GO:0032370)	1/44	0.20551953006151996	0.3780193018306074	0.5409757660201404	-0.5262666466391862	ABCG1
stem cell division (GO:0017145)	1/26	0.12886045016304326	0.3509521867107961	0.5027047013483841	-0.5263847495723422	FGFR2
dorsal/ventral pattern formation (GO:0009953)	1/66	0.29022584898336884	0.44352120535087897	0.6478775931363031	-0.5267307447831653	HHIP
regulation of RNA splicing (GO:0043484)	1/73	0.31526085512548485	0.4600729841831252	0.6795003245850675	-0.5275437626831027	MBNL2
sodium ion transmembrane transport (GO:0035725)	1/82	0.34617257390867395	0.4783737545793122	0.7154798609224992	-0.5275683328160445	SLC24A2
positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)	1/65	0.2865764960549569	0.43996946446356383	0.642650058419339	-0.5276478005334468	IL33
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	1/46	0.21361510460883165	0.3838712569966555	0.5511783365786236	-0.5277246240264312	BCL2L1
negative regulation of transmembrane transport (GO:0034763)	1/51	0.23349979485550815	0.3965316209310931	0.5710601062290978	-0.5282303075612769	FKBP1A
cellular response to hydrogen peroxide (GO:0070301)	1/62	0.27551703627818197	0.4324900995005031	0.6322780565476586	-0.5299728393774351	PLEKHA1
positive regulation of alcohol biosynthetic process (GO:1902932)	1/20	0.10172077292645426	0.34135867491369254	0.4931175550738947	-0.5300133610178887	ABCG1
neuron apoptotic process (GO:0051402)	1/38	0.18073637931024317	0.3675618862542158	0.5296864610886524	-0.5301438858878521	BCL2L1
positive regulation of muscle tissue development (GO:1901863)	1/47	0.21763232626498297	0.38492398152280227	0.5557024956438804	-0.5305344044081829	FGFR2
positive chemotaxis (GO:0050918)	1/31	0.15085778731679475	0.3590482924440789	0.5180076339782553	-0.530594380414092	PLXNB3
negative regulation of stem cell differentiation (GO:2000737)	1/38	0.18073637931024317	0.3675618862542158	0.5301451273404882	-0.5306029482331008	LDLRAD4
cytokinesis (GO:0000910)	1/79	0.336024758797415	0.47171340347036694	0.7068098957490557	-0.531085416182952	BCL2L1
